ms12,ms16,r12,r16
Married or pacsed couple,Married or pacsed couple,32090.48,35713.332
Married or pacsed couple,Married or pacsed couple,71207.133,77830.055
Married or pacsed couple,Married or pacsed couple,88430.914,87045.516
Married or pacsed couple,Married or pacsed couple,60822.133,50649.559
Married or pacsed couple,Married or pacsed couple,43814.035,5589.6304
Married or pacsed couple,Married or pacsed couple,98835.969,127956.51
Cohabitant,Cohabitant,31220.549,33703.887
Married or pacsed couple,Married or pacsed couple,52459.09,56875.809
Married or pacsed couple,Married or pacsed couple,56260.477,56875.809
Cohabitant,Cohabitant,91233.211,16310.892
Married or pacsed couple,Married or pacsed couple,76027.672,67352.93
Married or pacsed couple,Married or pacsed couple,56260.477,56875.809
Isolated parent,Isolated parent,25096.74,18020.131
Isolated parent,Cohabitant,20160.357,39058.762
Married or pacsed couple,Married or pacsed couple,40335.289,40621.113
,Married or pacsed couple,,67669.516
Married or pacsed couple,Married or pacsed couple,60802.957,58809.141
Married or pacsed couple,,47895.781,
Married or pacsed couple,Married or pacsed couple,46268.688,38408.223
Married or pacsed couple,Married or pacsed couple,41337.59,38269.613
Married or pacsed couple,Married or pacsed couple,83983.25,108271.23
Married or pacsed couple,Married or pacsed couple,39025.684,144832.39
Married or pacsed couple,Married or pacsed couple,24605.094,
Married or pacsed couple,Married or pacsed couple,33348.137,32647.025
Married or pacsed couple,Isolated parent,46830.824,27060.705
Married or pacsed couple,Married or pacsed couple,42062.445,46114.488
Married or pacsed couple,Cohabitant,18981.438,74436.477
Married or pacsed couple,Married or pacsed couple,19079.637,22094.973
Married or pacsed couple,Married or pacsed couple,28392.99,48909.313
Married or pacsed couple,Married or pacsed couple,,40761.723
Married or pacsed couple,Married or pacsed couple,51292.195,41811.879
Married or pacsed couple,Married or pacsed couple,71466.008,92797.375
Married or pacsed couple,Married or pacsed couple,43814.035,36984.277
Married or pacsed couple,Married or pacsed couple,33804.629,37009.078
Married or pacsed couple,Married or pacsed couple,60822.133,67140.773
Married or pacsed couple,Married or pacsed couple,76027.672,89803.914
Married or pacsed couple,Married or pacsed couple,,188947.13
Married or pacsed couple,Married or pacsed couple,43814.035,
Married or pacsed couple,Married or pacsed couple,14173.005,19563.725
Married or pacsed couple,Married or pacsed couple,44911.777,46254.32
Married or pacsed couple,Married or pacsed couple,21993.117,20386.002
Married or pacsed couple,Isolated parent,22221.031,11778.675
Married or pacsed couple,Married or pacsed couple,75654.289,92589.539
Married or pacsed couple,Married or pacsed couple,60822.133,31247.01
Married or pacsed couple,Married or pacsed couple,53219.371,50649.559
Married or pacsed couple,Married or pacsed couple,39258.277,41922.262
Married or pacsed couple,Married or pacsed couple,18101.246,24714.303
Cohabitant,Cohabitant,20633.814,18865.018
Isolated parent,Isolated parent,15078.557,28122.309
Married or pacsed couple,Married or pacsed couple,28392.99,22358.541
Married or pacsed couple,Married or pacsed couple,26537.467,26559.957
Married or pacsed couple,Married or pacsed couple,82495.828,69636.414
Married or pacsed couple,Married or pacsed couple,51292.195,50649.559
Married or pacsed couple,Married or pacsed couple,49952.875,29345.584
Married or pacsed couple,Married or pacsed couple,21411.918,12426.863
Married or pacsed couple,Married or pacsed couple,40153.754,60902.57
Married or pacsed couple,Married or pacsed couple,34585.48,23368.332
Married or pacsed couple,Married or pacsed couple,124215.55,96083.148
Married or pacsed couple,Married or pacsed couple,31220.549,23435.258
Married or pacsed couple,Married or pacsed couple,42147.742,35559.297
Married or pacsed couple,Married or pacsed couple,,43966.262
Married or pacsed couple,Married or pacsed couple,60822.133,59869.273
Married or pacsed couple,Married or pacsed couple,,6249.3965
Married or pacsed couple,Married or pacsed couple,91233.211,61371.422
Married or pacsed couple,Married or pacsed couple,23014.639,11480.886
Married or pacsed couple,Married or pacsed couple,37464.66,39058.762
Married or pacsed couple,Married or pacsed couple,47965.285,46963.332
Married or pacsed couple,Isolated parent,28098.492,22215.133
Married or pacsed couple,Married or pacsed couple,22153.553,31247.01
Married or pacsed couple,Married or pacsed couple,68424.906,64512.781
Married or pacsed couple,Married or pacsed couple,29659.521,31247.01
Married or pacsed couple,Married or pacsed couple,51513.91,56875.809
Married or pacsed couple,Married or pacsed couple,42147.742,44901.957
Married or pacsed couple,Married or pacsed couple,46830.824,47895.418
Married or pacsed couple,Married or pacsed couple,64616.539,62175.367
Married or pacsed couple,Married or pacsed couple,68746.531,87970.367
Married or pacsed couple,Married or pacsed couple,58747.211,47241.039
Married or pacsed couple,Married or pacsed couple,66134.773,81472.156
Married or pacsed couple,Married or pacsed couple,14196.495,24083.531
Married or pacsed couple,Married or pacsed couple,40586.711,37496.414
Married or pacsed couple,Married or pacsed couple,60822.133,64962.738
Married or pacsed couple,Married or pacsed couple,49748.254,62255.953
Married or pacsed couple,Married or pacsed couple,132512.44,124705.25
Married or pacsed couple,Married or pacsed couple,61871.879,70879.922
Married or pacsed couple,Married or pacsed couple,,126348.63
Married or pacsed couple,Isolated parent,28392.99,29684.66
Married or pacsed couple,Married or pacsed couple,54602.203,59959.301
Married or pacsed couple,Married or pacsed couple,35621.559,28633.533
Married or pacsed couple,Married or pacsed couple,64621.738,62255.953
Cohabitant,Married or pacsed couple,42062.445,59959.301
Married or pacsed couple,Married or pacsed couple,59591.551,51393.695
Married or pacsed couple,Married or pacsed couple,25381.871,23435.258
Married or pacsed couple,Married or pacsed couple,56083.258,38666.203
Married or pacsed couple,Married or pacsed couple,144829.97,170608.67
Married or pacsed couple,Isolated parent,63773.746,85656.148
Married or pacsed couple,Married or pacsed couple,76027.672,89803.914
Married or pacsed couple,Married or pacsed couple,48449.078,61865.93
Married or pacsed couple,Married or pacsed couple,,
Married or pacsed couple,Married or pacsed couple,46830.824,23847.758
Cohabitant,Married or pacsed couple,49072.848,33537.813
Married or pacsed couple,Married or pacsed couple,30691.266,38666.203
Married or pacsed couple,Married or pacsed couple,,102787.39
Isolated parent,Isolated parent,24691.295,26513.969
Married or pacsed couple,Married or pacsed couple,31156.693,7090.666
Married or pacsed couple,Isolated parent,46830.824,39039.93
Married or pacsed couple,Married or pacsed couple,68424.906,70346.391
Cohabitant,Cohabitant,40456.637,37792.832
Married or pacsed couple,Married or pacsed couple,48391.848,59869.273
Cohabitant,Isolated parent,,23200.904
Married or pacsed couple,Married or pacsed couple,33642.992,16533.58
Married or pacsed couple,Married or pacsed couple,69945.461,74111.656
Married or pacsed couple,Married or pacsed couple,72986.563,74836.594
Married or pacsed couple,Married or pacsed couple,42928.254,21570.979
Married or pacsed couple,Married or pacsed couple,46830.824,59869.273
Isolated parent,Isolated parent,41593.043,39128.652
Married or pacsed couple,Married or pacsed couple,35052.039,30742.992
Married or pacsed couple,Married or pacsed couple,63863.242,67352.93
Married or pacsed couple,Married or pacsed couple,20633.814,15360.699
Married or pacsed couple,Married or pacsed couple,,31112.922
Married or pacsed couple,Married or pacsed couple,63246.809,64962.738
Married or pacsed couple,Married or pacsed couple,60822.133,74836.594
Married or pacsed couple,Married or pacsed couple,,
Married or pacsed couple,Married or pacsed couple,78541.953,85656.148
Married or pacsed couple,Married or pacsed couple,19787.738,22358.541
Married or pacsed couple,Isolated parent,,23452.611
Married or pacsed couple,Married or pacsed couple,46830.824,41811.879
Married or pacsed couple,Married or pacsed couple,144829.97,74836.594
Married or pacsed couple,Married or pacsed couple,36454.117,48722.051
Married or pacsed couple,Cohabitant,25919.137,27262.154
Married or pacsed couple,Married or pacsed couple,47604.438,39061.898
Married or pacsed couple,Married or pacsed couple,43814.035,49392.148
Married or pacsed couple,Married or pacsed couple,51292.195,67352.93
Married or pacsed couple,Married or pacsed couple,65445.836,63592.344
Married or pacsed couple,Married or pacsed couple,94274.313,97287.563
Married or pacsed couple,Married or pacsed couple,39025.684,44901.957
Married or pacsed couple,Married or pacsed couple,43814.035,44217.594
Married or pacsed couple,Married or pacsed couple,57781.027,74836.594
Married or pacsed couple,Married or pacsed couple,25352.842,39058.762
Married or pacsed couple,Married or pacsed couple,49748.254,48722.051
Married or pacsed couple,Married or pacsed couple,35903.629,31870.115
Married or pacsed couple,Married or pacsed couple,33649.953,46114.488
Married or pacsed couple,Isolated parent,66904.344,44541.195
Married or pacsed couple,Married or pacsed couple,35903.629,6249.3882
Married or pacsed couple,Married or pacsed couple,59953.004,50075.441
Married or pacsed couple,Married or pacsed couple,18143.395,22961.771
Married or pacsed couple,Married or pacsed couple,53219.371,44901.957
Married or pacsed couple,Married or pacsed couple,54739.922,59869.273
Married or pacsed couple,Married or pacsed couple,25712.908,40621.113
Married or pacsed couple,Married or pacsed couple,63863.242,28146.992
Married or pacsed couple,Married or pacsed couple,53219.371,59869.273
Isolated parent,Isolated parent,30302.951,17675.979
Married or pacsed couple,Married or pacsed couple,35052.039,30742.992
Married or pacsed couple,Married or pacsed couple,42062.445,44647.891
Married or pacsed couple,Married or pacsed couple,31853.152,28123.451
Married or pacsed couple,Married or pacsed couple,51292.195,59869.273
Isolated parent,Cohabitant,26947.066,35718.309
Isolated parent,Isolated parent,14196.495,15621.146
Cohabitant,Isolated parent,36454.117,18748.207
Married or pacsed couple,Married or pacsed couple,,31870.115
Married or pacsed couple,Married or pacsed couple,16325.971,13974.087
Married or pacsed couple,Married or pacsed couple,,25153.357
Married or pacsed couple,Married or pacsed couple,58541.309,70864.914
Married or pacsed couple,Married or pacsed couple,17717.449,22094.973
Married or pacsed couple,Married or pacsed couple,18029.551,44717.082
Married or pacsed couple,Married or pacsed couple,20948.016,15623.505
Married or pacsed couple,Married or pacsed couple,19165.27,27948.174
Married or pacsed couple,Married or pacsed couple,56083.258,33537.813
Married or pacsed couple,Married or pacsed couple,28392.99,26599.748
Married or pacsed couple,Married or pacsed couple,15597.698,12152.234
Isolated parent,Isolated parent,12760.272,16554.008
Married or pacsed couple,Married or pacsed couple,28511.053,20155.332
Isolated parent,Isolated parent,30524.588,32037.711
Married or pacsed couple,Married or pacsed couple,46830.824,40524.855
Cohabitant,Isolated parent,10586.734,11726.306
Married or pacsed couple,Married or pacsed couple,41701.621,12676.113
Married or pacsed couple,Married or pacsed couple,45269.797,26559.957
Married or pacsed couple,Married or pacsed couple,30209.438,34935.219
Married or pacsed couple,Isolated parent,28392.99,20310.557
Married or pacsed couple,Married or pacsed couple,68242.438,50649.559
Married or pacsed couple,Married or pacsed couple,53279.09,54135.617
Married or pacsed couple,Married or pacsed couple,56083.258,55489.008
Married or pacsed couple,Married or pacsed couple,22221.031,13919.012
Married or pacsed couple,Married or pacsed couple,81120.906,62422.758
Married or pacsed couple,Married or pacsed couple,66904.344,29791.26
Married or pacsed couple,Married or pacsed couple,19046.598,28122.309
Married or pacsed couple,Married or pacsed couple,,38544.234
Married or pacsed couple,Married or pacsed couple,79587.828,61562.668
